jeu_vidéo,jeu_vidéoLabel,image
http://www.wikidata.org/entity/Q1018343,Buzz Aldrin's Race Into Space,http://commons.wikimedia.org/wiki/Special:FilePath/RIS%20screenshot%20v1.1.0.02%20%28pandora%20game%20port%29.png
http://www.wikidata.org/entity/Q1037990,SolarWolf,http://commons.wikimedia.org/wiki/Special:FilePath/SolarWolf%20ship.png
http://www.wikidata.org/entity/Q1041461,Crisis Zone,http://commons.wikimedia.org/wiki/Special:FilePath/Crisiszone.JPG
http://www.wikidata.org/entity/Q1043534,Galaga,http://commons.wikimedia.org/wiki/Special:FilePath/Galaga.jpg
http://www.wikidata.org/entity/Q1046604,Mario Kart 64,http://commons.wikimedia.org/wiki/Special:FilePath/Stockholms%20Spelmuseum%20by%20BugWarp%20%2843%29.jpg
http://www.wikidata.org/entity/Q1053648,Centipede,http://commons.wikimedia.org/wiki/Special:FilePath/Centipede%20Cabaret%20Arcade%20Game.jpg
http://www.wikidata.org/entity/Q1054477,Nibbles,http://commons.wikimedia.org/wiki/Special:FilePath/GNOME%20Nibbles.png
http://www.wikidata.org/entity/Q1054477,Nibbles,http://commons.wikimedia.org/wiki/Special:FilePath/Nibbles.png
http://www.wikidata.org/entity/Q1056431,Slash'EM,http://commons.wikimedia.org/wiki/Special:FilePath/Slash%27%20EM.jpg
http://www.wikidata.org/entity/Q1062106,Tekken 3,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20M%C3%A9canique%20204.JPG
http://www.wikidata.org/entity/Q1062657,DrumMania,http://commons.wikimedia.org/wiki/Special:FilePath/Gfv3anddmv3%20.jpg
http://www.wikidata.org/entity/Q1063031,English Training : Progressez en anglais sans stresser,http://commons.wikimedia.org/wiki/Special:FilePath/NDSL-English%20Training-Korean%20Version.png
http://www.wikidata.org/entity/Q1064609,Tetravex,http://commons.wikimedia.org/wiki/Special:FilePath/Tetravex.png
http://www.wikidata.org/entity/Q1070612,ChessV,http://commons.wikimedia.org/wiki/Special:FilePath/Chessv.png
http://www.wikidata.org/entity/Q1071410,Nintendo DS Browser,http://commons.wikimedia.org/wiki/Special:FilePath/Japanese%20Wikipedia%20screenshot%20on%20NDSL%2020070726.jpg
http://www.wikidata.org/entity/Q1074413,Nuclear Dawn,http://commons.wikimedia.org/wiki/Special:FilePath/Nuclear%20Dawn%20-%20Oasis%20RTS%2003.jpg
http://www.wikidata.org/entity/Q1076255,Choplifter,http://commons.wikimedia.org/wiki/Special:FilePath/Commodore%20Educator64%20open%20choplifter.jpg
http://www.wikidata.org/entity/Q1282807,PainStation,http://commons.wikimedia.org/wiki/Special:FilePath/Painstation.jpg
